block	rows	minOffset	maxOffset	centerOffset	aLimit	pLimit	qlineQTests	primeLines	qlineRows	fallbackRows	fallbackVerified	unresolved	fallbackQTests	noSkipQTests	baselineSampleRows	baselineSampleQTests	avgBaselineQTests	estimatedBaselineQTests	savingPct	speedup	seconds
520	1000000000	1040000000002	1042000000000	1040000050000	50000	250000	3382	1073	999999952	48	48	0	149	3531	0	0	0.000000000	0.000	0.000000	0.000000	52.708117
521	1000000000	1042000000002	1044000000000	1042000050000	50000	250000	3389	1102	999999929	71	71	0	207	3596	0	0	0.000000000	0.000	0.000000	0.000000	53.807522
522	1000000000	1044000000002	1046000000000	1044000050000	50000	250000	3369	1120	999999878	122	122	0	463	3832	0	0	0.000000000	0.000	0.000000	0.000000	54.456909
523	1000000000	1046000000002	1048000000000	1046000050000	50000	250000	3394	1094	999999961	39	39	0	84	3478	0	0	0.000000000	0.000	0.000000	0.000000	53.030656
524	1000000000	1048000000002	1050000000000	1048000050000	50000	250000	3407	1102	999999956	44	44	0	140	3547	0	0	0.000000000	0.000	0.000000	0.000000	53.824424
525	1000000000	1050000000002	1052000000000	1050000050000	50000	250000	3363	1068	999999954	46	46	0	94	3457	0	0	0.000000000	0.000	0.000000	0.000000	51.640241
526	1000000000	1052000000002	1054000000000	1052000050000	50000	250000	3395	1115	999999978	22	22	0	52	3447	0	0	0.000000000	0.000	0.000000	0.000000	53.544916
527	1000000000	1054000000002	1056000000000	1054000050000	50000	250000	3385	1111	999999933	67	67	0	234	3619	0	0	0.000000000	0.000	0.000000	0.000000	52.892629
528	1000000000	1056000000002	1058000000000	1056000050000	50000	250000	3331	1108	999999962	38	38	0	146	3477	0	0	0.000000000	0.000	0.000000	0.000000	53.058920
529	1000000000	1058000000002	1060000000000	1058000050000	50000	250000	3446	1126	999999973	27	27	0	81	3527	0	0	0.000000000	0.000	0.000000	0.000000	53.187639
530	1000000000	1060000000002	1062000000000	1060000050000	50000	250000	3302	1099	999999989	11	11	0	32	3334	0	0	0.000000000	0.000	0.000000	0.000000	52.448826
531	1000000000	1062000000002	1064000000000	1062000050000	50000	250000	3377	1143	999999947	53	53	0	144	3521	0	0	0.000000000	0.000	0.000000	0.000000	54.361892
532	1000000000	1064000000002	1066000000000	1064000050000	50000	250000	3375	1141	999999993	7	7	0	11	3386	0	0	0.000000000	0.000	0.000000	0.000000	53.954987
533	1000000000	1066000000002	1068000000000	1066000050000	50000	250000	3361	1144	999999944	56	56	0	142	3503	0	0	0.000000000	0.000	0.000000	0.000000	54.277564
534	1000000000	1068000000002	1070000000000	1068000050000	50000	250000	3343	1125	999999976	24	24	0	104	3447	0	0	0.000000000	0.000	0.000000	0.000000	52.524920
535	1000000000	1070000000002	1072000000000	1070000050000	50000	250000	3417	1123	999999909	91	91	0	446	3863	0	0	0.000000000	0.000	0.000000	0.000000	52.374157
536	1000000000	1072000000002	1074000000000	1072000050000	50000	250000	3380	1087	999999976	24	24	0	79	3459	0	0	0.000000000	0.000	0.000000	0.000000	51.830620
537	1000000000	1074000000002	1076000000000	1074000050000	50000	250000	3399	1146	999999986	14	14	0	41	3440	0	0	0.000000000	0.000	0.000000	0.000000	54.857779
538	1000000000	1076000000002	1078000000000	1076000050000	50000	250000	3354	1081	999999947	53	53	0	155	3509	0	0	0.000000000	0.000	0.000000	0.000000	52.959222
539	1000000000	1078000000002	1080000000000	1078000050000	50000	250000	3346	1080	999999925	75	75	0	184	3530	0	0	0.000000000	0.000	0.000000	0.000000	53.040183
540	1000000000	1080000000002	1082000000000	1080000050000	50000	250000	3461	1145	999999878	122	122	0	504	3965	0	0	0.000000000	0.000	0.000000	0.000000	55.615675
541	1000000000	1082000000002	1084000000000	1082000050000	50000	250000	3380	1140	999999942	58	58	0	145	3525	0	0	0.000000000	0.000	0.000000	0.000000	55.563830
542	1000000000	1084000000002	1086000000000	1084000050000	50000	250000	3405	1148	999999941	59	59	0	210	3615	0	0	0.000000000	0.000	0.000000	0.000000	55.987596
543	1000000000	1086000000002	1088000000000	1086000050000	50000	250000	3349	1097	999999914	86	86	0	324	3673	0	0	0.000000000	0.000	0.000000	0.000000	53.463986
544	1000000000	1088000000002	1090000000000	1088000050000	50000	250000	3417	1163	999999972	28	28	0	138	3555	0	0	0.000000000	0.000	0.000000	0.000000	56.263958
545	1000000000	1090000000002	1092000000000	1090000050000	50000	250000	3358	1123	999999940	60	60	0	312	3670	0	0	0.000000000	0.000	0.000000	0.000000	52.965348
546	1000000000	1092000000002	1094000000000	1092000050000	50000	250000	3374	1116	999999938	62	62	0	178	3552	0	0	0.000000000	0.000	0.000000	0.000000	52.549229
547	1000000000	1094000000002	1096000000000	1094000050000	50000	250000	3320	1078	999999963	37	37	0	106	3426	0	0	0.000000000	0.000	0.000000	0.000000	51.326081
548	1000000000	1096000000002	1098000000000	1096000050000	50000	250000	3311	1098	999999930	70	70	0	222	3533	0	0	0.000000000	0.000	0.000000	0.000000	52.617793
549	1000000000	1098000000002	1100000000000	1098000050000	50000	250000	3361	1123	999999937	63	63	0	237	3598	0	0	0.000000000	0.000	0.000000	0.000000	53.594698
550	1000000000	1100000000002	1102000000000	1100000050000	50000	250000	3344	1135	999999939	61	61	0	171	3515	0	0	0.000000000	0.000	0.000000	0.000000	54.280522
551	1000000000	1102000000002	1104000000000	1102000050000	50000	250000	3405	1164	999999975	25	25	0	47	3452	0	0	0.000000000	0.000	0.000000	0.000000	55.454042
552	1000000000	1104000000002	1106000000000	1104000050000	50000	250000	3397	1119	999999930	70	70	0	384	3781	0	0	0.000000000	0.000	0.000000	0.000000	53.041286
553	1000000000	1106000000002	1108000000000	1106000050000	50000	250000	3384	1188	999999986	14	14	0	83	3467	0	0	0.000000000	0.000	0.000000	0.000000	56.444620
554	1000000000	1108000000002	1110000000000	1108000050000	50000	250000	3404	1155	999999973	27	27	0	112	3516	0	0	0.000000000	0.000	0.000000	0.000000	54.849922
555	1000000000	1110000000002	1112000000000	1110000050000	50000	250000	3362	1113	999999917	83	83	0	275	3637	0	0	0.000000000	0.000	0.000000	0.000000	53.906876
556	1000000000	1112000000002	1114000000000	1112000050000	50000	250000	3361	1083	999999950	50	50	0	184	3545	0	0	0.000000000	0.000	0.000000	0.000000	52.713155
557	1000000000	1114000000002	1116000000000	1114000050000	50000	250000	3325	1062	999999942	58	58	0	155	3480	0	0	0.000000000	0.000	0.000000	0.000000	51.890661
558	1000000000	1116000000002	1118000000000	1116000050000	50000	250000	3442	1129	999999845	155	155	0	538	3980	0	0	0.000000000	0.000	0.000000	0.000000	54.830583
559	1000000000	1118000000002	1120000000000	1118000050000	50000	250000	3411	1136	999999972	28	28	0	154	3565	0	0	0.000000000	0.000	0.000000	0.000000	54.983128
560	1000000000	1120000000002	1122000000000	1120000050000	50000	250000	3356	1139	999999942	58	58	0	180	3536	0	0	0.000000000	0.000	0.000000	0.000000	55.187169
561	1000000000	1122000000002	1124000000000	1122000050000	50000	250000	3355	1106	999999972	28	28	0	44	3399	0	0	0.000000000	0.000	0.000000	0.000000	53.794042
562	1000000000	1124000000002	1126000000000	1124000050000	50000	250000	3447	1142	999999965	35	35	0	92	3539	0	0	0.000000000	0.000	0.000000	0.000000	54.755698
563	1000000000	1126000000002	1128000000000	1126000050000	50000	250000	3391	1116	999999931	69	69	0	172	3563	0	0	0.000000000	0.000	0.000000	0.000000	53.127391
564	1000000000	1128000000002	1130000000000	1128000050000	50000	250000	3379	1162	999999930	70	70	0	198	3577	0	0	0.000000000	0.000	0.000000	0.000000	54.577430
565	1000000000	1130000000002	1132000000000	1130000050000	50000	250000	3337	1162	999999938	62	62	0	171	3508	0	0	0.000000000	0.000	0.000000	0.000000	54.861189
566	1000000000	1132000000002	1134000000000	1132000050000	50000	250000	3419	1127	999999960	40	40	0	93	3512	0	0	0.000000000	0.000	0.000000	0.000000	53.377361
567	1000000000	1134000000002	1136000000000	1134000050000	50000	250000	3332	1091	999999956	44	44	0	92	3424	0	0	0.000000000	0.000	0.000000	0.000000	53.116995
568	1000000000	1136000000002	1138000000000	1136000050000	50000	250000	3364	1121	999999931	69	69	0	238	3602	0	0	0.000000000	0.000	0.000000	0.000000	55.183209
569	1000000000	1138000000002	1140000000000	1138000050000	50000	250000	3379	1111	999999949	51	51	0	264	3643	0	0	0.000000000	0.000	0.000000	0.000000	54.477938
570	1000000000	1140000000002	1142000000000	1140000050000	50000	250000	3424	1133	999999955	45	45	0	177	3601	0	0	0.000000000	0.000	0.000000	0.000000	57.051752
571	1000000000	1142000000002	1144000000000	1142000050000	50000	250000	3370	1141	999999942	58	58	0	157	3527	0	0	0.000000000	0.000	0.000000	0.000000	57.910608
572	1000000000	1144000000002	1146000000000	1144000050000	50000	250000	3307	1107	999999971	29	29	0	79	3386	0	0	0.000000000	0.000	0.000000	0.000000	56.932139
573	1000000000	1146000000002	1148000000000	1146000050000	50000	250000	3380	1136	999999903	97	97	0	374	3754	0	0	0.000000000	0.000	0.000000	0.000000	59.374630
574	1000000000	1148000000002	1150000000000	1148000050000	50000	250000	3382	1081	999999945	55	55	0	181	3563	0	0	0.000000000	0.000	0.000000	0.000000	56.280187
575	1000000000	1150000000002	1152000000000	1150000050000	50000	250000	3413	1132	999999976	24	24	0	88	3501	0	0	0.000000000	0.000	0.000000	0.000000	59.287139
576	1000000000	1152000000002	1154000000000	1152000050000	50000	250000	3360	1131	999999955	45	45	0	141	3501	0	0	0.000000000	0.000	0.000000	0.000000	59.696390
577	1000000000	1154000000002	1156000000000	1154000050000	50000	250000	3347	1132	999999917	83	83	0	176	3523	0	0	0.000000000	0.000	0.000000	0.000000	59.974687
578	1000000000	1156000000002	1158000000000	1156000050000	50000	250000	3392	1157	999999960	40	40	0	124	3516	0	0	0.000000000	0.000	0.000000	0.000000	61.584949
579	1000000000	1158000000002	1160000000000	1158000050000	50000	250000	3363	1115	999999939	61	61	0	170	3533	0	0	0.000000000	0.000	0.000000	0.000000	59.062776
580	1000000000	1160000000002	1162000000000	1160000050000	50000	250000	3480	1154	999999941	59	59	0	128	3608	0	0	0.000000000	0.000	0.000000	0.000000	60.902960
581	1000000000	1162000000002	1164000000000	1162000050000	50000	250000	3315	1108	999999952	48	48	0	112	3427	0	0	0.000000000	0.000	0.000000	0.000000	60.534640
582	1000000000	1164000000002	1166000000000	1164000050000	50000	250000	3356	1130	999999938	62	62	0	168	3524	0	0	0.000000000	0.000	0.000000	0.000000	63.202134
583	1000000000	1166000000002	1168000000000	1166000050000	50000	250000	3365	1111	999999949	51	51	0	99	3464	0	0	0.000000000	0.000	0.000000	0.000000	61.815576
584	1000000000	1168000000002	1170000000000	1168000050000	50000	250000	3349	1105	999999969	31	31	0	87	3436	0	0	0.000000000	0.000	0.000000	0.000000	61.888836
585	1000000000	1170000000002	1172000000000	1170000050000	50000	250000	3373	1101	999999932	68	68	0	204	3577	0	0	0.000000000	0.000	0.000000	0.000000	60.927999
586	1000000000	1172000000002	1174000000000	1172000050000	50000	250000	3412	1139	999999980	20	20	0	85	3497	0	0	0.000000000	0.000	0.000000	0.000000	62.899152
587	1000000000	1174000000002	1176000000000	1174000050000	50000	250000	3294	1135	999999981	19	19	0	50	3344	0	0	0.000000000	0.000	0.000000	0.000000	62.332705
588	1000000000	1176000000002	1178000000000	1176000050000	50000	250000	3407	1114	999999915	85	85	0	220	3627	0	0	0.000000000	0.000	0.000000	0.000000	61.402174
589	1000000000	1178000000002	1180000000000	1178000050000	50000	250000	3343	1102	999999919	81	81	0	347	3690	0	0	0.000000000	0.000	0.000000	0.000000	60.763968
590	1000000000	1180000000002	1182000000000	1180000050000	50000	250000	3388	1113	999999980	20	20	0	69	3457	0	0	0.000000000	0.000	0.000000	0.000000	61.556506
591	1000000000	1182000000002	1184000000000	1182000050000	50000	250000	3346	1107	999999962	38	38	0	83	3429	0	0	0.000000000	0.000	0.000000	0.000000	61.271422
592	1000000000	1184000000002	1186000000000	1184000050000	50000	250000	3376	1139	999999928	72	72	0	187	3563	0	0	0.000000000	0.000	0.000000	0.000000	62.870711
593	1000000000	1186000000002	1188000000000	1186000050000	50000	250000	3396	1110	999999921	79	79	0	209	3605	0	0	0.000000000	0.000	0.000000	0.000000	61.390262
594	1000000000	1188000000002	1190000000000	1188000050000	50000	250000	3446	1130	999999971	29	29	0	103	3549	0	0	0.000000000	0.000	0.000000	0.000000	64.075598
595	1000000000	1190000000002	1192000000000	1190000050000	50000	250000	3420	1074	999999951	49	49	0	181	3601	0	0	0.000000000	0.000	0.000000	0.000000	61.151666
596	1000000000	1192000000002	1194000000000	1192000050000	50000	250000	3422	1127	999999913	87	87	0	246	3668	0	0	0.000000000	0.000	0.000000	0.000000	63.393471
597	1000000000	1194000000002	1196000000000	1194000050000	50000	250000	3418	1178	999999985	15	15	0	39	3457	0	0	0.000000000	0.000	0.000000	0.000000	65.180622
598	1000000000	1196000000002	1198000000000	1196000050000	50000	250000	3354	1066	999999935	65	65	0	217	3571	0	0	0.000000000	0.000	0.000000	0.000000	60.115906
599	1000000000	1198000000002	1200000000000	1198000050000	50000	250000	3442	1162	999999983	17	17	0	56	3498	0	0	0.000000000	0.000	0.000000	0.000000	63.321180
600	1000000000	1200000000002	1202000000000	1200000050000	50000	250000	3309	1038	999999945	55	55	0	326	3635	0	0	0.000000000	0.000	0.000000	0.000000	58.551281
601	1000000000	1202000000002	1204000000000	1202000050000	50000	250000	3350	1148	999999872	128	128	0	370	3720	0	0	0.000000000	0.000	0.000000	0.000000	63.650007
602	1000000000	1204000000002	1206000000000	1204000050000	50000	250000	3393	1112	999999991	9	9	0	36	3429	0	0	0.000000000	0.000	0.000000	0.000000	61.496321
603	1000000000	1206000000002	1208000000000	1206000050000	50000	250000	3365	1116	999999929	71	71	0	255	3620	0	0	0.000000000	0.000	0.000000	0.000000	62.022032
604	1000000000	1208000000002	1210000000000	1208000050000	50000	250000	3475	1172	999999948	52	52	0	112	3587	0	0	0.000000000	0.000	0.000000	0.000000	65.292281
605	1000000000	1210000000002	1212000000000	1210000050000	50000	250000	3363	1154	999999963	37	37	0	117	3480	0	0	0.000000000	0.000	0.000000	0.000000	64.358577
606	1000000000	1212000000002	1214000000000	1212000050000	50000	250000	3359	1153	999999957	43	43	0	127	3486	0	0	0.000000000	0.000	0.000000	0.000000	64.291847
607	1000000000	1214000000002	1216000000000	1214000050000	50000	250000	3303	1056	999999988	12	12	0	67	3370	0	0	0.000000000	0.000	0.000000	0.000000	60.120896
608	1000000000	1216000000002	1218000000000	1216000050000	50000	250000	3394	1141	999999978	22	22	0	48	3442	0	0	0.000000000	0.000	0.000000	0.000000	63.881221
609	1000000000	1218000000002	1220000000000	1218000050000	50000	250000	3360	1109	999999960	40	40	0	89	3449	0	0	0.000000000	0.000	0.000000	0.000000	61.812651
610	1000000000	1220000000002	1222000000000	1220000050000	50000	250000	3360	1127	999999965	35	35	0	81	3441	0	0	0.000000000	0.000	0.000000	0.000000	63.057914
611	1000000000	1222000000002	1224000000000	1222000050000	50000	250000	3358	1095	999999944	56	56	0	154	3512	0	0	0.000000000	0.000	0.000000	0.000000	61.220356
612	1000000000	1224000000002	1226000000000	1224000050000	50000	250000	3411	1161	999999907	93	93	0	281	3692	0	0	0.000000000	0.000	0.000000	0.000000	64.489536
613	1000000000	1226000000002	1228000000000	1226000050000	50000	250000	3405	1131	999999953	47	47	0	136	3541	0	0	0.000000000	0.000	0.000000	0.000000	63.414060
614	1000000000	1228000000002	1230000000000	1228000050000	50000	250000	3302	1089	999999985	15	15	0	41	3343	0	0	0.000000000	0.000	0.000000	0.000000	61.329796
615	1000000000	1230000000002	1232000000000	1230000050000	50000	250000	3442	1153	999999983	17	17	0	87	3529	0	0	0.000000000	0.000	0.000000	0.000000	64.471050
616	1000000000	1232000000002	1234000000000	1232000050000	50000	250000	3348	1103	999999946	54	54	0	194	3542	0	0	0.000000000	0.000	0.000000	0.000000	61.214808
617	1000000000	1234000000002	1236000000000	1234000050000	50000	250000	3367	1089	999999971	29	29	0	71	3438	0	0	0.000000000	0.000	0.000000	0.000000	61.626161
618	1000000000	1236000000002	1238000000000	1236000050000	50000	250000	3429	1165	999999944	56	56	0	149	3578	0	0	0.000000000	0.000	0.000000	0.000000	65.712885
619	1000000000	1238000000002	1240000000000	1238000050000	50000	250000	3372	1123	999999953	47	47	0	160	3532	0	0	0.000000000	0.000	0.000000	0.000000	63.015159
620	1000000000	1240000000002	1242000000000	1240000050000	50000	250000	3384	1098	999999959	41	41	0	91	3475	0	0	0.000000000	0.000	0.000000	0.000000	62.102246
621	1000000000	1242000000002	1244000000000	1242000050000	50000	250000	3387	1131	999999977	23	23	0	36	3423	0	0	0.000000000	0.000	0.000000	0.000000	63.291709
622	1000000000	1244000000002	1246000000000	1244000050000	50000	250000	3416	1125	999999984	16	16	0	36	3452	0	0	0.000000000	0.000	0.000000	0.000000	63.405986
623	1000000000	1246000000002	1248000000000	1246000050000	50000	250000	3407	1139	999999972	28	28	0	59	3466	0	0	0.000000000	0.000	0.000000	0.000000	64.301524
624	1000000000	1248000000002	1250000000000	1248000050000	50000	250000	3294	1093	999999925	75	75	0	209	3503	0	0	0.000000000	0.000	0.000000	0.000000	61.839696
625	1000000000	1250000000002	1252000000000	1250000050000	50000	250000	3386	1126	999999960	40	40	0	144	3530	0	0	0.000000000	0.000	0.000000	0.000000	63.485782
626	1000000000	1252000000002	1254000000000	1252000050000	50000	250000	3359	1124	999999961	39	39	0	142	3501	0	0	0.000000000	0.000	0.000000	0.000000	63.086832
627	1000000000	1254000000002	1256000000000	1254000050000	50000	250000	3293	1090	999999958	42	42	0	133	3426	0	0	0.000000000	0.000	0.000000	0.000000	61.380462
628	1000000000	1256000000002	1258000000000	1256000050000	50000	250000	3430	1132	999999957	43	43	0	101	3531	0	0	0.000000000	0.000	0.000000	0.000000	64.019026
629	1000000000	1258000000002	1260000000000	1258000050000	50000	250000	3345	1113	999999979	21	21	0	61	3406	0	0	0.000000000	0.000	0.000000	0.000000	63.648483
630	1000000000	1260000000002	1262000000000	1260000050000	50000	250000	3387	1105	999999936	64	64	0	134	3521	0	0	0.000000000	0.000	0.000000	0.000000	63.397666
631	1000000000	1262000000002	1264000000000	1262000050000	50000	250000	3371	1154	999999872	128	128	0	516	3887	0	0	0.000000000	0.000	0.000000	0.000000	66.393333
632	1000000000	1264000000002	1266000000000	1264000050000	50000	250000	3284	1121	999999940	60	60	0	272	3556	0	0	0.000000000	0.000	0.000000	0.000000	64.654790
633	1000000000	1266000000002	1268000000000	1266000050000	50000	250000	3419	1114	999999951	49	49	0	106	3525	0	0	0.000000000	0.000	0.000000	0.000000	64.180531
634	1000000000	1268000000002	1270000000000	1268000050000	50000	250000	3383	1101	999999977	23	23	0	61	3444	0	0	0.000000000	0.000	0.000000	0.000000	63.962982
635	1000000000	1270000000002	1272000000000	1270000050000	50000	250000	3279	1087	999999980	20	20	0	74	3353	0	0	0.000000000	0.000	0.000000	0.000000	60.902784
636	1000000000	1272000000002	1274000000000	1272000050000	50000	250000	3397	1075	999999972	28	28	0	90	3487	0	0	0.000000000	0.000	0.000000	0.000000	59.784430
637	1000000000	1274000000002	1276000000000	1274000050000	50000	250000	3414	1186	999999973	27	27	0	59	3473	0	0	0.000000000	0.000	0.000000	0.000000	64.811254
638	1000000000	1276000000002	1278000000000	1276000050000	50000	250000	3347	1120	999999927	73	73	0	244	3591	0	0	0.000000000	0.000	0.000000	0.000000	61.777579
639	1000000000	1278000000002	1280000000000	1278000050000	50000	250000	3351	1110	999999894	106	106	0	430	3781	0	0	0.000000000	0.000	0.000000	0.000000	60.303498
640	1000000000	1280000000002	1282000000000	1280000050000	50000	250000	3399	1156	999999926	74	74	0	232	3631	0	0	0.000000000	0.000	0.000000	0.000000	62.232683
641	1000000000	1282000000002	1284000000000	1282000050000	50000	250000	3396	1139	999999922	78	78	0	282	3678	0	0	0.000000000	0.000	0.000000	0.000000	61.829893
642	1000000000	1284000000002	1286000000000	1284000050000	50000	250000	3441	1126	999999886	114	114	0	499	3940	0	0	0.000000000	0.000	0.000000	0.000000	59.960989
643	1000000000	1286000000002	1288000000000	1286000050000	50000	250000	3469	1209	999999962	38	38	0	70	3539	0	0	0.000000000	0.000	0.000000	0.000000	64.447171
644	1000000000	1288000000002	1290000000000	1288000050000	50000	250000	3383	1150	999999928	72	72	0	299	3682	0	0	0.000000000	0.000	0.000000	0.000000	61.503283
645	1000000000	1290000000002	1292000000000	1290000050000	50000	250000	3464	1164	999999952	48	48	0	132	3596	0	0	0.000000000	0.000	0.000000	0.000000	61.719684
646	1000000000	1292000000002	1294000000000	1292000050000	50000	250000	3361	1103	999999996	4	4	0	13	3374	0	0	0.000000000	0.000	0.000000	0.000000	58.538550
647	1000000000	1294000000002	1296000000000	1294000050000	50000	250000	3442	1166	999999963	37	37	0	58	3500	0	0	0.000000000	0.000	0.000000	0.000000	61.508737
648	1000000000	1296000000002	1298000000000	1296000050000	50000	250000	3429	1126	999999920	80	80	0	447	3876	0	0	0.000000000	0.000	0.000000	0.000000	59.514967
649	1000000000	1298000000002	1300000000000	1298000050000	50000	250000	3328	1126	999999990	10	10	0	33	3361	0	0	0.000000000	0.000	0.000000	0.000000	60.684685
650	1000000000	1300000000002	1302000000000	1300000050000	50000	250000	3336	1084	999999963	37	37	0	115	3451	0	0	0.000000000	0.000	0.000000	0.000000	58.616868
651	1000000000	1302000000002	1304000000000	1302000050000	50000	250000	3375	1074	999999949	51	51	0	100	3475	0	0	0.000000000	0.000	0.000000	0.000000	58.435629
652	1000000000	1304000000002	1306000000000	1304000050000	50000	250000	3360	1107	999999961	39	39	0	90	3450	0	0	0.000000000	0.000	0.000000	0.000000	59.768290
653	1000000000	1306000000002	1308000000000	1306000050000	50000	250000	3425	1157	999999930	70	70	0	191	3616	0	0	0.000000000	0.000	0.000000	0.000000	63.269263
654	1000000000	1308000000002	1310000000000	1308000050000	50000	250000	3341	1142	999999983	17	17	0	70	3411	0	0	0.000000000	0.000	0.000000	0.000000	62.931854
655	1000000000	1310000000002	1312000000000	1310000050000	50000	250000	3391	1114	999999970	30	30	0	76	3467	0	0	0.000000000	0.000	0.000000	0.000000	62.875883
656	1000000000	1312000000002	1314000000000	1312000050000	50000	250000	3410	1109	999999967	33	33	0	113	3523	0	0	0.000000000	0.000	0.000000	0.000000	62.527089
657	1000000000	1314000000002	1316000000000	1314000050000	50000	250000	3437	1103	999999968	32	32	0	84	3521	0	0	0.000000000	0.000	0.000000	0.000000	62.857463
658	1000000000	1316000000002	1318000000000	1316000050000	50000	250000	3429	1121	999999955	45	45	0	133	3562	0	0	0.000000000	0.000	0.000000	0.000000	64.719786
659	1000000000	1318000000002	1320000000000	1318000050000	50000	250000	3387	1142	999999954	46	46	0	108	3495	0	0	0.000000000	0.000	0.000000	0.000000	65.361981
660	1000000000	1320000000002	1322000000000	1320000050000	50000	250000	3388	1119	999999951	49	49	0	189	3577	0	0	0.000000000	0.000	0.000000	0.000000	63.658641
661	1000000000	1322000000002	1324000000000	1322000050000	50000	250000	3375	1120	999999972	28	28	0	52	3427	0	0	0.000000000	0.000	0.000000	0.000000	64.145811
662	1000000000	1324000000002	1326000000000	1324000050000	50000	250000	3329	1094	999999966	34	34	0	104	3433	0	0	0.000000000	0.000	0.000000	0.000000	63.190965
663	1000000000	1326000000002	1328000000000	1326000050000	50000	250000	3399	1084	999999961	39	39	0	86	3485	0	0	0.000000000	0.000	0.000000	0.000000	62.285113
664	1000000000	1328000000002	1330000000000	1328000050000	50000	250000	3402	1121	999999963	37	37	0	159	3561	0	0	0.000000000	0.000	0.000000	0.000000	64.127436
665	1000000000	1330000000002	1332000000000	1330000050000	50000	250000	3386	1124	999999913	87	87	0	348	3734	0	0	0.000000000	0.000	0.000000	0.000000	63.800890
666	1000000000	1332000000002	1334000000000	1332000050000	50000	250000	3320	1110	999999954	46	46	0	121	3441	0	0	0.000000000	0.000	0.000000	0.000000	63.481161
667	1000000000	1334000000002	1336000000000	1334000050000	50000	250000	3381	1075	999999978	22	22	0	29	3410	0	0	0.000000000	0.000	0.000000	0.000000	62.216858
668	1000000000	1336000000002	1338000000000	1336000050000	50000	250000	3319	1077	999999927	73	73	0	405	3724	0	0	0.000000000	0.000	0.000000	0.000000	62.843519
669	1000000000	1338000000002	1340000000000	1338000050000	50000	250000	3343	1102	999999793	207	207	0	1216	4559	0	0	0.000000000	0.000	0.000000	0.000000	63.597156
670	1000000000	1340000000002	1342000000000	1340000050000	50000	250000	3341	1108	999999951	49	49	0	93	3434	0	0	0.000000000	0.000	0.000000	0.000000	63.885281
671	1000000000	1342000000002	1344000000000	1342000050000	50000	250000	3377	1132	999999951	49	49	0	134	3511	0	0	0.000000000	0.000	0.000000	0.000000	64.015990
672	1000000000	1344000000002	1346000000000	1344000050000	50000	250000	3397	1126	999999972	28	28	0	71	3468	0	0	0.000000000	0.000	0.000000	0.000000	62.943589
673	1000000000	1346000000002	1348000000000	1346000050000	50000	250000	3327	1123	999999968	32	32	0	84	3411	0	0	0.000000000	0.000	0.000000	0.000000	63.616709
674	1000000000	1348000000002	1350000000000	1348000050000	50000	250000	3363	1156	999999965	35	35	0	123	3486	0	0	0.000000000	0.000	0.000000	0.000000	64.862949
675	1000000000	1350000000002	1352000000000	1350000050000	50000	250000	3330	1084	999999929	71	71	0	187	3517	0	0	0.000000000	0.000	0.000000	0.000000	61.767745
676	1000000000	1352000000002	1354000000000	1352000050000	50000	250000	3350	1095	999999980	20	20	0	51	3401	0	0	0.000000000	0.000	0.000000	0.000000	61.324497
677	1000000000	1354000000002	1356000000000	1354000050000	50000	250000	3409	1124	999999964	36	36	0	78	3487	0	0	0.000000000	0.000	0.000000	0.000000	62.583653
678	1000000000	1356000000002	1358000000000	1356000050000	50000	250000	3306	1087	999999962	38	38	0	102	3408	0	0	0.000000000	0.000	0.000000	0.000000	60.588376
679	1000000000	1358000000002	1360000000000	1358000050000	50000	250000	3345	1109	999999983	17	17	0	36	3381	0	0	0.000000000	0.000	0.000000	0.000000	61.356267
680	1000000000	1360000000002	1362000000000	1360000050000	50000	250000	3346	1097	999999893	107	107	0	378	3724	0	0	0.000000000	0.000	0.000000	0.000000	60.614899
681	1000000000	1362000000002	1364000000000	1362000050000	50000	250000	3361	1118	999999979	21	21	0	37	3398	0	0	0.000000000	0.000	0.000000	0.000000	61.612394
682	1000000000	1364000000002	1366000000000	1364000050000	50000	250000	3378	1174	999999995	5	5	0	6	3384	0	0	0.000000000	0.000	0.000000	0.000000	63.130206
683	1000000000	1366000000002	1368000000000	1366000050000	50000	250000	3408	1104	999999873	127	127	0	629	4037	0	0	0.000000000	0.000	0.000000	0.000000	59.948829
684	1000000000	1368000000002	1370000000000	1368000050000	50000	250000	3386	1080	999999980	20	20	0	67	3453	0	0	0.000000000	0.000	0.000000	0.000000	58.715877
685	1000000000	1370000000002	1372000000000	1370000050000	50000	250000	3417	1129	999999974	26	26	0	117	3534	0	0	0.000000000	0.000	0.000000	0.000000	60.564906
686	1000000000	1372000000002	1374000000000	1372000050000	50000	250000	3433	1114	999999956	44	44	0	125	3558	0	0	0.000000000	0.000	0.000000	0.000000	59.837297
687	1000000000	1374000000002	1376000000000	1374000050000	50000	250000	3375	1165	999999945	55	55	0	97	3472	0	0	0.000000000	0.000	0.000000	0.000000	61.504178
688	1000000000	1376000000002	1378000000000	1376000050000	50000	250000	3414	1141	999999963	37	37	0	111	3525	0	0	0.000000000	0.000	0.000000	0.000000	61.196944
689	1000000000	1378000000002	1380000000000	1378000050000	50000	250000	3378	1122	999999942	58	58	0	172	3550	0	0	0.000000000	0.000	0.000000	0.000000	58.339785
690	1000000000	1380000000002	1382000000000	1380000050000	50000	250000	3357	1131	999999937	63	63	0	103	3460	0	0	0.000000000	0.000	0.000000	0.000000	57.824771
